Company Name,Description,URL,Email,Website,Twitter
Minority Rights Group International Organizations,Minority Rights Group International is a non-governmental organization that engages in securing rights for minorities and indigenous people.,https://platform.dkv.global/mind-map/firms/166696,minority.rights@minorityrights.org,https://minorityrights.org/,https://twitter.com/minorityrights
Misr El Kheir Foundation Organizations,,https://platform.dkv.global/mind-map/firms/156774,info@misrelkheir.org,https://misrelkheir.org/,https://twitter.com/MisrElKheir
Mission ToRun Company,Startup group based in the birthplace of Copernicus with a passion for innovation & growing the startup economy in Poland & beyond.,https://platform.dkv.global/mind-map/firms/174410,,http://missiontorun.org/,
MMBB Financial Services Organizations,,https://platform.dkv.global/mind-map/firms/169733,service@mmbb.org,https://www.mmbb.org/,
Mokoro Organizations,"Mokoro is a nonprofit organization that specializes in aid effectiveness, livelihoods, natural resources, public policy and management.",https://platform.dkv.global/mind-map/firms/166787,mokoro@mokoro.co.uk,https://mokoro.co.uk/,https://twitter.com/mokoroltd
Monteregie Youth Center Foundation Organizations,"Monteregie Youth Center Foundation is a nonprofit organization that provides healthcare, social integration, and educational services.",https://platform.dkv.global/mind-map/firms/145024,fondation.16cj.cisssme16@ssss.gouv.qc.ca,https://www.fcjmonteregie.org/,https://mobile.twitter.com/24hdefifcjm
Montpelier Foundation Organizations,,https://platform.dkv.global/mind-map/firms/104212,info@montpelierfoundation.org.uk,http://montpelierfoundation.org.uk/,https://twitter.com/montfoundation
More in Common Organizations,,https://platform.dkv.global/mind-map/firms/166392,media@moreincommon.com,https://www.moreincommon.com/,https://twitter.com/MiC_Global
Morris Heights Health Center Organizations,,https://platform.dkv.global/mind-map/firms/166100,marketing@mhhc.org,https://www.mhhc.org/,https://www.twitter.com/MHHC_Inc
mosctha Company,"Mosctha is an NGO that provides human rights, health programs, education programs, training, and community development services.",https://platform.dkv.global/mind-map/firms/166811,mosctha@gmail.com,https://www.mosctha.org/,
Mother Teresa Center Organizations,"Mother Teresa Center is a non-profit organization that aims to promote and support authentic knowledge of, and devotion to, Mother Teresa.",https://platform.dkv.global/mind-map/firms/173706,,https://www.motherteresa.org/,
Movimento Arredondar Organizations,,https://platform.dkv.global/mind-map/firms/168520,quero@arredondar.org.br,https://arredondar.org.br/,https://twitter.com/arredondar
MSCWA Company,,https://platform.dkv.global/mind-map/firms/137816,admin@mscwa.com.au,https://mscwa.com.au/,
Multicultural Australia Organizations,,https://platform.dkv.global/mind-map/firms/172183,welcome@multiculturalaustralia.org.au,https://www.multiculturalaustralia.org.au/,https://twitter.com/ma_queensland
Munich Re Foundation Organizations,,https://platform.dkv.global/mind-map/firms/156994,info@munichre-foundation.org,https://www.munichre-foundation.org/,https://twitter.com/munichrefound
Muslim Association of Canada (MAC) Organizations,,https://platform.dkv.global/mind-map/firms/173090,,https://www.macnet.ca/,https://www.twitter.com/macnational
Mustard Seed Investor,Mustard Seed invests in world-class early-stage businesses that seek to generate compelling financial and societal returns.,https://platform.dkv.global/mind-map/firms/1438,info@mustardseedimpact.com,http://mustardseed.vc/,https://twitter.com/MSeedImpact
MyLittleBit Company,MyLittleBit is a foundation which believes that everybody can contribute their small parts to make a giant impact to the world.,https://platform.dkv.global/mind-map/firms/173685,,https://mylittlebit.in/,
Nacro Organizations,,https://platform.dkv.global/mind-map/firms/102283,helpline@nacro.org.uk,https://www.nacro.org.uk/,https://twitter.com/nacro
Nadace Vodafone Organizations,Nadace Vodafone is a non-profit organization focused on investing in social innovations and technologies in the Czech Republic.,https://platform.dkv.global/mind-map/firms/166934,nadace@vodafone.cz,https://www.nadacevodafone.cz/,https://twitter.com/NadaceVodafone
NAMWOLF Organizations,NAMWOLF is a nonprofit trade association that offers advocacy and supports minority and women-owned law firms via training and education.,https://platform.dkv.global/mind-map/firms/166942,namwolf@namwolf.org,https://namwolf.org/,https://twitter.com/namwolf
Nara Kreatif Organizations,,https://platform.dkv.global/mind-map/firms/173726,,http://www.narakreatif.co.id/,https://twitter.com/nararecycle
Naramata Centre Organizations,,https://platform.dkv.global/mind-map/firms/157124,info@naramatacentresociety.org,https://www.naramatacentresociety.org/,https://twitter.com/naramatacentre?lang=en
National Association of Federal Retirees Organizations,,https://platform.dkv.global/mind-map/firms/169710,service@federalretirees.ca,https://www.federalretirees.ca/,https://twitter.com/fedretirees
National Committee to Preserve Social Security & Medicare Organizations,,https://platform.dkv.global/mind-map/firms/172091,webmaster@ncpssm.org,http://www.ncpssm.org/,https://www.twitter.com/ncpssm
National Employment Law Project Organizations,,https://platform.dkv.global/mind-map/firms/167043,nelp@nelp.org,https://www.nelp.org/,https://twitter.com/NelpNews
National Institute of Smart Government Organizations,,https://platform.dkv.global/mind-map/firms/173655,,http://www.nisg.org/,
National Native Title Council Organizations,National Native Title Council is a nonprofit alliance that works on the native title system for the betterment of the First Nations people.,https://platform.dkv.global/mind-map/firms/157390,info@nntc.com.au,https://nntc.com.au/,https://twitter.com/NNTC_official
NBCC Organizations,"NBCC is a nonprofit organization that helps children develop their potential through education, health and wellness programs, and more.",https://platform.dkv.global/mind-map/firms/64701,info@nbcc.net,https://nbcc.net/,
NCAPA Organizations,,https://platform.dkv.global/mind-map/firms/167002,ncapa@ncapa.org,https://ncapa.org/,https://twitter.com/NCAPA1976
Neighbrhood Trust Federal Credit Union Organizations,Neighbrhood Trust Federal Credit Union is a nonprofit social enterprise empowering workers to take control of their finances.,https://platform.dkv.global/mind-map/firms/166510,memberservices@neighborhoodtrustfcu.org,http://www.neighborhoodtrustfcu.org/,https://www.twitter.com/NTF_CreditUnion
NEOM Investor,"NEOM is a government administration firm that offers economic growth, progressive laws, a healthy foundation and innovative solution.",https://platform.dkv.global/mind-map/firms/174436,,https://www.neom.com/whatistheline/,https://twitter.com/NEOM
NESsT Organizations,,https://platform.dkv.global/mind-map/firms/133091,Sustainability@nesst.org,http://www.nesst.org/,https://twitter.com/nesstorg
Netsahem Companies,,https://platform.dkv.global/mind-map/firms/157235,info@netsahem.com,https://www.netsahem.com/,
New Housing Ohio Organizations,"New Housing Ohio is a non-profit developer that provides congregate living, assistance, support, and affordable housing services.",https://platform.dkv.global/mind-map/firms/165776,mail@newhousingohio.org,https://www.newhousingohio.org/,https://twitter.com/newhousingohio
New Story Charity Organizations,,https://platform.dkv.global/mind-map/firms/104163,team@newstorycharity.org,http://newstorycharity.org/,https://twitter.com/NewStoryCharity
New York County Defender Services Organizations,,https://platform.dkv.global/mind-map/firms/166399,media@nycds.org.,https://nycds.org/,https://twitter.com/nyc_defenders
Newcomer Centre of Peel Company,"Newcomer Centre of Peel is a nonprofit organization that offers training, counseling, and employment services for immigrant families.",https://platform.dkv.global/mind-map/firms/157184,info@ncpeel.ca,https://ncpeel.ca/,
NJR Organizations,,https://platform.dkv.global/mind-map/firms/157373,info@njr.nl,https://www.njr.nl/,https://twitter.com/NJRtweets
NoaNet Organizations,,https://platform.dkv.global/mind-map/firms/167168,noc@noanet.net,https://www.noanet.net/,https://twitter.com/noa__net
North Metro Community Services Organizations,"North Metro Community Services is a nonprofit organization that offers case management, residential, day program, children & youth services.",https://platform.dkv.global/mind-map/firms/165554,LouAnn.Hartwick@nmetro.org,https://www.nmcommserv.com/,
North Shore ConneXions Society Organizations,"North Shore ConneXions Society is a non-profit organization that offers life skills, family support, and education services.",https://platform.dkv.global/mind-map/firms/157509,info@nsconnexions.org,https://nsconnexions.org/,https://twitter.com/NSConnexions
Northern Settlement Services Organizations,,https://platform.dkv.global/mind-map/firms/167212,nss@nsservices.com.au,https://nsservices.com.au/,
Northstar Ventures Investor,,https://platform.dkv.global/mind-map/firms/1909,hello@northstarventures.co.uk,http://www.northstarventures.co.uk/,http://twitter.com/northstarvent
Not On My Watch Organizations,Not On My Watch is a non profit organization which provides training to schools and organizations against racism and discrimination.,https://platform.dkv.global/mind-map/firms/137836,admin@notonmywatch.org.au,http://notonmywatch.org.au/services/,
NSK Foundation Company,,https://platform.dkv.global/mind-map/firms/172704,,https://www.nskf.org/,
NSW Police Legacy Company,A strong and compassionate charity committed to supporting past and present police and their families in times of tragedy and need.,https://platform.dkv.global/mind-map/firms/104933,info@policelegacynsw.org.au,http://www.policelegacynsw.org.au/,
Numi Foundation Organizations,,https://platform.dkv.global/mind-map/firms/163752,infodarian@numifoundation.org,https://numifoundation.org/,
Nurtrio Organizations,,https://platform.dkv.global/mind-map/firms/146216,hello@nurtrio.co.uk,https://www.nurtrio.co.uk/,https://twitter.com/ItsNurtrio
Oaktree Organizations,"Oaktree is young people leading a movement to end poverty. For us, change starts with a simple belief - that extreme poverty is",https://platform.dkv.global/mind-map/firms/172525,,http://oaktree.org/,http://twitter.com/OaktreeAU
Oasis Foundation Company,,https://platform.dkv.global/mind-map/firms/145072,foundation@oasisuk.org,https://oasis.foundation/,
OCLF Organizations,,https://platform.dkv.global/mind-map/firms/157663,info@oclf.org,https://oclf.org/,https://twitter.com/OCLF_FECO
Oikocredit Nederland Organizations,"Oikocredit Nederland is an NGO that invests in microcredit, agriculture, and renewable energy projects in the Netherlands.",https://platform.dkv.global/mind-map/firms/167032,nederland@oikocredit.nl,https://www.oikocredit.nl/,https://twitter.com/oikocreditNL
One Found Sound Organizations,"One Found Sound is a conductorless orchestra that offers performances, artistic collaborations, and educational workshop.",https://platform.dkv.global/mind-map/firms/166269,max@onefoundsound.org,https://www.onefoundsound.org/,https://twitter.com/OneFoundSound/
One Hope United Organizations,,https://platform.dkv.global/mind-map/firms/169853,sginett@@onehopeunited.org,https://onehopeunited.org/,https://twitter.com/1hopeunited/
One Kids Place Organizations,"One Kids Place provides community-based rehabilitation, physical developmental and support services for children, youth and families.",https://platform.dkv.global/mind-map/firms/157769,info@onekidsplace.ca,https://www.onekidsplace.ca/,https://twitter.com/onekidsplace?lang=en
One Percent Collective Organizations,,https://platform.dkv.global/mind-map/firms/104128,crew@onepercentcollective.org,https://www.onepercentcollective.org/,https://twitter.com/onepercentnz
One To One Children's Fund Organizations,"One To One Children's Fund is a non-profit agency that assists children being victims of poverty, adversity, conflict, or discrimination.",https://platform.dkv.global/mind-map/firms/167509,office@onetoonechildrensfund.org,https://www.onetoonechildrensfund.org/,https://twitter.com/onetoone_cf
One World Media Organizations,,https://platform.dkv.global/mind-map/firms/103327,contact@oneworldmedia.org.uk,https://www.oneworldmedia.org.uk/,https://twitter.com/onewm
OneFuture Organizations,OneFuture is a Swiss nonprofit organization with global impact. We strenghten communities by connecting refugees and locals directly.,https://platform.dkv.global/mind-map/firms/157762,info@onefuture.ch,http://www.onefuture.ch/,
ONHELP Organizations,ONHELP is a non-governmental organization that allows people and companies to finance charitable projects for access to drinking water.,https://platform.dkv.global/mind-map/firms/104126,contacto@onhelp.pe,https://www.onhelp.pe/,
ONS welzijn Organizations,"ONS welzijn is a welfare organization that offers advice, ideas, and solutions in the welfare, housing, finance, and education domain.",https://platform.dkv.global/mind-map/firms/157797,info@ons-welzijn.nl,https://www.ons-welzijn.nl/,https://twitter.com/ONSwelzijn
Operation Mobilisation UK Organizations,"Operation Mobilisation UK believes serving Jesus is not a one-time, or short-term experience. It is a lifestyle: every day, every place.",https://platform.dkv.global/mind-map/firms/169961,silkroad@om.org,https://www.om.org/,https://www.twitter.com/https://twitter.com/ominternational
Operation Sacred Trust Organizations,"Operation Sacred Trust provides emergency housing, education, literacy, legal, employment and entrepreneurship services.",https://platform.dkv.global/mind-map/firms/104904,intake@411veterans.com,https://www.411veterans.com/,
Oregon Army National Guard Recruiting Organizations,Oregon Army National Guard Recruiting is a non-profit corporation that provides military recruiting and professional training services.,https://platform.dkv.global/mind-map/firms/164676,Joindcarng@gmail.com,https://nationalguard.com/,https://twitter.com/oregonarmyguard
Orione Care Organizations,,https://platform.dkv.global/mind-map/firms/157895,info@orionecare.org,https://www.orionecare.org/,https://twitter.com/careorione
Osaka Gender Equality Foundation Organizations,,https://platform.dkv.global/mind-map/firms/151090,info@dawn-ogef.jp,https://www.dawn-ogef.jp/,
OSAKA INTERNATIONAL PEACE CENTER Company,,https://platform.dkv.global/mind-map/firms/173828,,http://peace-osaka.or.jp/,
osiwa Company,"osiwa is a benefits of inclusive policies, governance, vibrant democracies, equity and for the rule of law & fundamental human rights.",https://platform.dkv.global/mind-map/firms/102190,aba@osiwa.org,https://www.osiwa.org/,
Our Space Organizations,,https://platform.dkv.global/mind-map/firms/167802,ourspace@ourspaceinc.org,https://www.ourspaceinc.org/,
Overflow Company,,https://platform.dkv.global/mind-map/firms/104882,team@overflow.co,https://overflow.co/,
Overland Missions Organizations,,https://platform.dkv.global/mind-map/firms/167512,office@overlandmissions.com,https://overlandmissions.com/,
P3 Charity Company,"P3 Charity is a charity and social enterprise, made up of passionate people, aiming to give everyone the chance to be part of society.",https://platform.dkv.global/mind-map/firms/102180,info@p3charity.org,https://www.p3charity.org/,
Pace4Life Organizations,,https://platform.dkv.global/mind-map/firms/104103,lavan@pace4life.org,http://www.pace4life.org/,http://twitter.com/ukPace4Life
Pacific Community SPC Organizations,,https://platform.dkv.global/mind-map/firms/170258,spc@spc.int,https://spc.int/,https://twitter.com/spc_cps
Pakistan Microfinance Network Organizations,The PMN is the national association for organizations involved in the provision of microfinance services to low income individual.,https://platform.dkv.global/mind-map/firms/158512,info@pmn.org.pk,https://pmn.org.pk/,
Palestine Trade Center Organizations,"Palestine Trade Center is a non-profit organization that provides trade information, export development, promotion, and advocacy services.",https://platform.dkv.global/mind-map/firms/158042,info@paltrade.org,https://www.paltrade.org/,
PALS Programs Organizations,"PALS Programs creates inclusive, week-long, summer camp experiences for young people with Down syndrome and their peers.",https://platform.dkv.global/mind-map/firms/170843,support@palsprograms.org,https://palsprograms.org/,https://twitter.com/palsprograms
Paradigm Initiative Nigeria Company,Paradigm Initiative Nigeria is a non-profit social enterprise that connects Nigerian youth with ICT-enabled opportunities.,https://platform.dkv.global/mind-map/firms/158424,info@pinigeria.org,http://pinigeria.org/,
PartnersGlobal Company,,https://platform.dkv.global/mind-map/firms/167894,partners@partnersglobal.org,https://www.partnersglobal.org/,
Patijnenburg Organizations,"Patijnenburg is a nonprofit organization that provides employment services, advice and guidance to support needy people.",https://platform.dkv.global/mind-map/firms/158138,info@patijnenburg.nl,https://www.patijnenburg.nl/,https://twitter.com/Patijnenburg
Peace and Equity Foundation Organizations,"Peace and Equity Foundation promotes socio-economic solutions, builds capacities, and fosters collaboration towards collective impact.",https://platform.dkv.global/mind-map/firms/139055,ask@pef.ph,https://pef.ph/,https://www.twitter.com/pefscaleup
Peaceful Change Initiative Organizations,"Peaceful Change Initiative is a nonprofit organization that offers peace building, conflict sensitivity, and security services.",https://platform.dkv.global/mind-map/firms/140957,complaints@peacefulchange.org,https://peacefulchange.org/,https://twitter.com/pci_org
Penny Lane Centers Organizations,"PennyLane Centers is a non-profit in foster care, affordable housing & mental health services dedicated to empowering children & survivors.",https://platform.dkv.global/mind-map/firms/65539,donations@pennylane.org,https://www.pennylane.org/,https://twitter.com/PennyLaneCenter
Pensions and Lifetime Savings Association Organizations,Pensions and Lifetime Savings Association is a financial services company providing retirement income and principal protection solutions.,https://platform.dkv.global/mind-map/firms/144437,enquiries@plsa.co.uk,https://www.plsa.co.uk/,https://twitter.com/ThePLSA
PerMicro Company,,https://platform.dkv.global/mind-map/firms/158298,info@permicro.it,http://www.permicro.it/,
Philly Solidarity Companies,,https://platform.dkv.global/mind-map/firms/165532,logicjiujitsu@gmail.com,https://www.phillysolidarity.com/,
Picarral Foundation Company,,https://platform.dkv.global/mind-map/firms/153620,info@fundacionpicarral.org,https://fundacionpicarral.org/,
PIDA Organizations,"PIDA is a civic organization that monitors domestic and foreign unreasonable, unequal development with citizens and seeks alternatives.",https://platform.dkv.global/mind-map/firms/122285,pida1025@gmail.com,http://pida.or.kr/,https://twitter.com/pidakorea
Pittsburgh Robotics Network Organizations,,https://platform.dkv.global/mind-map/firms/159464,info@robopgh.org,https://robopgh.org/,https://www.twitter.com/robopgh
Po Leung Kuk Organizations,"Po Leung Kuk is a nonprofit organization that offers services in education, social welfare, recreation, culture, and integrated health care.",https://platform.dkv.global/mind-map/firms/168131,plkinfo@poleungkuk.org.hk,https://www.poleungkuk.org.hk/,
Pointman International Ministries Company,Pointman International Ministries is a service organization that facilitates healing and restoration services for veterans.,https://platform.dkv.global/mind-map/firms/165921,marcus@pmim.org,https://www.pmim.org/,
Points Planet Organizations,,https://platform.dkv.global/mind-map/firms/104040,,http://pointsplanet.com/,http://twitter.com/pointsplanet
Policy Matters Ohio Organizations,"Policy Matters Ohio is a nonpartisan research institute helping to create a more vibrant, equitable, sustainable, and inclusive Ohio.",https://platform.dkv.global/mind-map/firms/104832,news@policymattersohio.org,https://www.policymattersohio.org/,https://www.twitter.com/PolicyMattersOH
Popular Feminism Organizations,,https://platform.dkv.global/mind-map/firms/141532,contact@feminismepopulaire.com,https://feminismepopulaire.com/,https://twitter.com/feminismepop
Population Council Organizations,,https://platform.dkv.global/mind-map/firms/168459,pubinfo@popcouncil.org,https://www.popcouncil.org/,https://www.twitter.com/pop_council
Population Media Center Organizations,"Population Media Center focuses on TV entertainment and radio shows to address social, health, and environmental challenges.",https://platform.dkv.global/mind-map/firms/168143,pmc@populationmedia.org,https://www.populationmedia.org/,https://twitter.com/PopulationMedia
Porticus Organizations,,https://platform.dkv.global/mind-map/firms/102139,communications@porticus.com,https://www.porticus.com/en/home,
Positive Planet UK Organizations,"Positive Planet UK is a non-profit firm that delivers economic, social, and environmental impact through innovation and entrepreneurship.",https://platform.dkv.global/mind-map/firms/143263,david.syed@dentons.com,https://positiveplanetuk.com/,https://twitter.com/PPUKVentures
Positive Ventures Investor,"Positive Ventures is an entrepreneurs-run and B-Certified VC backing tech founders tackling pressing societal challenges, global south first",https://platform.dkv.global/mind-map/firms/133531,hello@positive.ventures,http://positive.ventures/,https://twitter.com/hello@positive.ventures
PPL Organizations,"PPL is a thinktank organization that focuses on sculptural, textual, institutional, theoretical, political, and social performances.",https://platform.dkv.global/mind-map/firms/84395,panoplylab@gmail.com,http://panoplylab.org/,https://twitter.com/panoplylab
Pratirodh Foundation Organizations,,https://platform.dkv.global/mind-map/firms/173708,,https://www.pratirodh.org/,https://twitter.com/pratirodhdotorg
Prentiss County Development Association Organizations,,https://platform.dkv.global/mind-map/firms/165402,lhpcda@bellsouth.net,https://www.goprentiss.com/,https://twitter.com/GoPrentiss
Presentation Sisters Organizations,,https://platform.dkv.global/mind-map/firms/166121,marketing@presentationsisters.org,https://www.presentationsisters.org/,
Pride Center of Staten Island Organizations,,https://platform.dkv.global/mind-map/firms/170041,smo-info@pridecentersi.org,https://www.pridecentersi.org/,https://twitter.com/pridecenterSI
Pride in London Organizations,Pride in London is a public service organization that provides a platform and supports the LGBT+ communities for their better lives.,https://platform.dkv.global/mind-map/firms/158660,info@prideinlondon.org,https://prideinlondon.org/,https://twitter.com/PrideInLondon
project bcause Organizations,"project bcause is a digital platform where individuals can fund good projects in a flexible and collaborative manner, ranging from donations to investments. project bcause is headquartered in Berlin, Germany and was founded in 2021.",https://platform.dkv.global/mind-map/firms/173523,,https://bcause.com/,
Project Pieta Company,,https://platform.dkv.global/mind-map/firms/146822,hola@projectpieta.com,https://www.projectpieta.com/,
Promoting Equality in African Schools Company,,https://platform.dkv.global/mind-map/firms/158208,info@peas.org.uk,https://www.peas.org.uk/,
Proudly Made in Africa Company,Proudly Made in Africa is a social enterprise that helps African entrepreneurs and businesses sustainably capture value from trading.,https://platform.dkv.global/mind-map/firms/158799,info@proudlymadeinafrica.org,https://proudlymadeinafrica.org/,
Providence Child Development Society Organizations,,https://platform.dkv.global/mind-map/firms/158803,info@providencechildren.com,https://providencechildren.com/,
PSS Company,,https://platform.dkv.global/mind-map/firms/163789,infopss@pss.sk,http://psspeople.com/,
Purpose Built Families Foundation Company,"Purpose Built Families Foundation delivers reparative services to tackle underlying causes of poverty, homelessness, addiction & suicide.",https://platform.dkv.global/mind-map/firms/170849,support@pbfamilies.org,https://www.purposebuiltfamilies.com/,
PWN Munich Organizations,PWN Munich is a nonprofit firm that promotes gender equality in business and society through professional development and networking.,https://platform.dkv.global/mind-map/firms/173477,,https://www.pwnmunich.net/,
Qatar Foundation Organizations,"Qatar Foundation for Education, Science and Community Development is a private, non-profit organization that serves the people of Qatar",https://platform.dkv.global/mind-map/firms/41633,,http://www.qf.org.qa/,https://www.twitter.com/qf
QUATRE VAULX-LES MOUETTES Organizations,,https://platform.dkv.global/mind-map/firms/139126,asso@4vaulx-mouettes.com,https://www.4vaulx-mouettes.com/lassociation/,
Rainbow of Challenges Company,"Rainbow of Challenges specializes in cash management, adult day, children, workforce, adult residential and community waiver services.",https://platform.dkv.global/mind-map/firms/164763,judy.watson@rocoh.org,https://rocoh.org/,
Raising for Effective Giving - REG Charity Organizations,,https://platform.dkv.global/mind-map/firms/104010,info@reg-charity.org,https://reg-charity.org/,https://twitter.com/REGcharity
Random Tuesday Company,"Random Tuesday is an organization that provides charity partners, financial reports, and Fanthropy running club programs.",https://platform.dkv.global/mind-map/firms/104007,support@rantue.org,https://rantue.org/,
Raven Indigenous Capital Partners Company,,https://platform.dkv.global/mind-map/firms/159044,info@ravencapitalpartners.ca,http://ravencapitalpartners.ca/,
RAYNET-UK Company,,https://platform.dkv.global/mind-map/firms/102094,,https://www.raynet-uk.net/,
Razom Companies,,https://platform.dkv.global/mind-map/firms/159054,info@razomforukraine.org,https://razomforukraine.org/,https://twitter.com/RazomForUkraine
Reach Lives Organizations,"Reach Lives is an Indian non-profit organization helping marginalized communities access healthcare, nutrition and education.",https://platform.dkv.global/mind-map/firms/137895,admin@reachlives.com,https://www.reachlives.com/,
Reach4Cause Organizations,,https://platform.dkv.global/mind-map/firms/142515,contactus@reach4cause.com,http://www.reach4cause.com/,https://twitter.com/reach4cause
Reaching Out 2 Africa Company,"Reaching Out 2 Africa is a nonprofit group that focuses on building companionship, friendship, and advocacy for refugees and families.",https://platform.dkv.global/mind-map/firms/168631,reachingout2africa@gmail.com,https://www.reachingout2africa.com/,
Reaching People Charity Company,,https://platform.dkv.global/mind-map/firms/175212,,https://www.reachingpeople.co.uk/,
Reading International Solidarity Centre Company,"Reading International Solidarity Centre is an education center that works with groups for sustainability, human rights and social justice.",https://platform.dkv.global/mind-map/firms/137907,admin@risc.org.uk,https://risc.org.uk/,
Real relief Company,"Real relief provides life-improving, life-saving relief solutions to people in developing countries with a focus on menstrual health.",https://platform.dkv.global/mind-map/firms/159104,info@realreliefway.com,https://www.realreliefway.com/,
Rebeq Organizations,"Rebeq provides vocational training, individual coaching, career support & social integration services for unemployed & disadvantaged people.",https://platform.dkv.global/mind-map/firms/159112,info@rebeq.de,https://rebeq.de/,
Recovers Companies,,https://platform.dkv.global/mind-map/firms/70330,support@recovers.org,http://recovers.org/,http://twitter.com/recovers_org
Recovery Focus Company,,https://platform.dkv.global/mind-map/firms/140844,communications@richmondfellowship.org.uk,http://www.recoveryfocus.org.uk/,
Red Barnet Company,,https://platform.dkv.global/mind-map/firms/102085,redbarnet@redbarnet.dk,https://www.redbarnet.dk/,
Red Gold of Afghanistan Company,Red Gold of Afghanistan is a social enterprise that empowers women financially by cultivating and selling saffron to international markets.,https://platform.dkv.global/mind-map/firms/168824,redgoldofafghanistan@gmail.com,https://redgoldofafghanistan.com/,
Redefine Z Company,,https://platform.dkv.global/mind-map/firms/168821,redefine.zed@gmail.com,https://www.redefine-z.com/,
Redi Enterprises Society Organizations,"Redi Enterprises Society is a non-profit organization that organizes a wide variety of programs, services, and support for individuals.",https://platform.dkv.global/mind-map/firms/171073,takeflight@redi.ca,https://www.redienterprise.com/,https://twitter.com/redi_takeflight
Redlands Christian Migrant Association Company,"RCMA is a chain of non-profit child care centres that works for education, healthcare, and support of children in migrant and poor families.",https://platform.dkv.global/mind-map/firms/168620,rcma@rcma.org,https://rcma.org/,
Reedley Social Services Company,,https://platform.dkv.global/mind-map/firms/103989,info@reedleysocialservices.org,https://www.reedleysocialservices.org/,
Refugee Council Company,,https://platform.dkv.global/mind-map/firms/159170,info@refugeecouncil.org.uk,http://www.refugeecouncil.org.uk/,
Refugee Development Center Company,"Refugee Development Center is a non-profit organization that provides education, engagement, and supports to newcomer populations.",https://platform.dkv.global/mind-map/firms/159077,info@rdclansing.org,https://refugeedevelopmentcenter.org/,
Refugees Welcome Australia Organizations,,https://platform.dkv.global/mind-map/firms/137897,admin@refugeeswelcome.org.au,https://www.refugeeswelcome.org.au/,https://twitter.com/RW_Australia
REFUNITE Company,Our mission Everyone has a right to know where their family is. Refugees United set out to change the process for family tracing.,https://platform.dkv.global/mind-map/firms/159175,info@refunite.org,http://www.refunite.org/,
REGE mbH Bielefeld Organizations,REGE is a civic & social organization company that develops social innovations and rethinking access to the labor market.,https://platform.dkv.global/mind-map/firms/169745,service@rege-mbh.de,https://rege-mbh.de/,
Regional Psychosocial Support Initiative Company,"Regional Psychosocial Support Initiative (RPSSI), strives to reduce the devastating psychological and social effects of poverty, conflict.",https://platform.dkv.global/mind-map/firms/159269,info@repssi.org,https://www.repssi.org/,
Relate Bracelets Company,Relate Bracelets is a non profit organization that sells hand made bracelets and other products globally for raising funds.,https://platform.dkv.global/mind-map/firms/159223,info@relate.org.za,https://www.relate.org.za/,
Remap Network Organizations,,https://platform.dkv.global/mind-map/firms/173131,,https://www.remapnetwork.org/,https://twitter.com/ReMAP6
Remember Africa Company,"Remember Africa is a non-profit that promotes and supports education, health, agriculture, and industrialization around the world.",https://platform.dkv.global/mind-map/firms/159241,info@rememberfrica.us,https://rememberafrica.us/,
Resource Center for Nonviolence Company,"Resource Center for Nonviolence is an education, training, and community center serving people from all racial and ethnic communities.",https://platform.dkv.global/mind-map/firms/104784,rcnvinfo@gmail.com,https://www.rcnv.org/,
Responsibly Company,,https://platform.dkv.global/mind-map/firms/103980,hello@responsibly.tech,http://responsibly.com/,
Restart Network Organizations,Restart Network is a non-profit organization aims to improve the well-being and welfare of people by helping each other grow and prosper.,https://platform.dkv.global/mind-map/firms/138628,alejandro@restart.network,http://restart.network/,https://twitter.com/Restart_Network
Restavek Freedom Company,,https://platform.dkv.global/mind-map/firms/159295,info@restavekfreedom.org,https://restavekfreedom.org/,
Restless Development Company,Restless Development is a youth-led development organization that works with young people in India to help them solve problems.,https://platform.dkv.global/mind-map/firms/163768,infoindia@restlessdevelopment.org,https://restlessdevelopment.org/,
Restorative Justice for Oakland Youth Company,"Restorative Justice for Oakland Youth offers to serve, develop and promote restorative justice in criminal justice systems and services.",https://platform.dkv.global/mind-map/firms/168939,RestorativeJustice@pfi.org,http://restorativejustice.org/#sthash.DINi5EWX.dpbs,
Revelation Space Company,,https://platform.dkv.global/mind-map/firms/174607,,https://revspace.nl/,
RFEA Company,"RFEA is a non-profit organization that provides jobs, employment solutions, training for veterans, and military services leavers in the UK.",https://platform.dkv.global/mind-map/firms/159335,info@rfea.org.uk,https://www.rfea.org.uk/,
Rhode Island Parent Information Network (RIPIN) Company,Rhode Island Parent Information Network helps thousands of Rhode Islanders turn challenging situations into opportunities to advocate.,https://platform.dkv.global/mind-map/firms/159401,info@ripin.org,https://www.ripin.org/,
Ride Austin Company,,https://platform.dkv.global/mind-map/firms/159366,info@RideAustin.com,https://www.rideaustin.com/#introducing-ride-austin,
Right To Play International Organizations,,https://platform.dkv.global/mind-map/firms/159387,info@righttoplay.com,http://www.righttoplay.com/,https://www.twitter.com/righttoplayintl
Road Freight NSW Organizations,,https://platform.dkv.global/mind-map/firms/172715,,https://www.roadfreightnsw.com.au/,https://twitter.com/roadfreightnsw
Robin Hood Foundation Organizations,Robin Hood helps fight poverty in New York City by funding and creating programs and schools that help the city's poorest neighborhoods.,https://platform.dkv.global/mind-map/firms/43679,info@robinhood.org,http://www.robinhood.org/,http://twitter.com/RobinHoodNYC
